Timestamp,Load.611__C1 [kVA],Load.611__N1 [kVA],Load.634a__A1 [kVA],Load.634a__N1 [kVA],Load.634b__B1 [kVA],Load.634b__N1 [kVA],Load.634c__C1 [kVA],Load.634c__N1 [kVA],Load.645__B1 [kVA],Load.645__N1 [kVA],Load.646__B1 [kVA],Load.646__C1 [kVA],Load.652__A1 [kVA],Load.652__N1 [kVA],Load.670a__A1 [kVA],Load.670a__N1 [kVA],Load.670b__B1 [kVA],Load.670b__N1 [kVA],Load.670c__C1 [kVA],Load.670c__N1 [kVA],Load.671__A1 [kVA],Load.671__B1 [kVA],Load.671__C1 [kVA],Load.675a__A1 [kVA],Load.675a__N1 [kVA],Load.675b__B1 [kVA],Load.675b__N1 [kVA],Load.675c__C1 [kVA],Load.675c__N1 [kVA],Load.692__C1 [kVA],Load.692__A1 [kVA]
2020-01-01 09:30:00,(86.31400908677547+40.61835721731541j),0j,(80.49057649667176+55.33727134145638j),0j,(60.367932372508456+45.275949279381116j),0j,(60.36793237250494+45.27594927938391j),0j,(85.52123752771975+62.88326288802845j),0j,(80.68352157764475+0.05637922814986086j),(40.252727576793475+69.35051159092171j),(65.17178352116113+43.787292053274236j),0j,(8.55212375277142+5.030661031041503j),0j,(33.2023628048796+19.116511917960576j),0j,(58.858734063192415+34.20849501109108j),0j,(192.89563537783468+107.66286330996715j),(195.9281099184244+115.42119121613531j),(192.2176037891106+108.93957352268315j),(243.98706000553088+95.58255958977811j),0j,(34.20849501108885+30.18396618625378j),0j,(145.8891699002188+106.65001385811077j),0j,(65.23817996676733+13.629333988030334j),(21.231556856091405+63.17613813109436j)
2020-01-01 09:45:00,(81.5931817006502+38.398343269156726j),0j,(75.79627535430552+52.11133883281504j),0j,(56.84733900650779+42.63513453381361j),0j,(56.84803864727367+42.63691116123101j),0j,(80.53373038965191+59.21548066832234j),0j,(76.14046548263583+0.022974776537746947j),(38.06373400039633+65.52139368261733j),(61.7157401422565+41.46698788528799j),0j,(8.053339007216076+4.737402869428355j),0j,(31.26601544795859+18.001432570082265j),0j,(55.42688310882067+32.214698798602406j),0j,(181.63184498337364+101.60221912671999j),(184.23930987153656+108.34149594361915j),(181.28649484366423+102.72427919684655j),(229.75764556280586+90.01342679442938j),0j,(32.213492250973296+28.423291087414444j),0j,(137.38342715588786+100.43510553140634j),0j,(61.6606522298896+12.868493066678608j),(19.995162009781858+59.66267791389131j)
2020-01-01 10:00:00,(81.59396962424879+38.39717721121057j),0j,(75.79650231848295+52.11009904369192j),0j,(56.84738155334065+42.635531623323935j),0j,(56.847383358178725+42.63554605872448j),0j,(80.53379056453426+59.21601674426187j),0j,(76.14060311160607+0.022343639609847744j),(38.06431190127268+65.5213536904302j),(61.71676873272565+41.46595865627038j),0j,(8.053378323608065+4.737281776373966j),0j,(31.266059896970205+18.001668472016238j),0j,(55.426198947434855+32.213525037598586j),0j,(181.63110799413312+101.59979549203496j),(184.23879462733177+108.33863642059404j),(181.28613760790856+102.72219146617341j),(229.75814310679445+90.00835945303834j),0j,(32.21351730340434+28.423687285239982j),0j,(137.38117847272966+100.43040945333772j),0j,(61.660921690517135+12.867910524223582j),(19.99577644099017+59.66245590904598j)
2020-01-01 10:15:00,(81.59397653075875+38.39716554715542j),0j,(75.79650659582589+52.11009826283116j),0j,(56.847379996513475+42.63553497366663j),0j,(56.847379980441175+42.63553505383202j),0j,(80.53378832567063+59.216020795889314j),0j,(76.14060400484362+0.02233956523714005j),(38.06431531888031+65.52135330740845j),(61.71676653886817+41.46595249612634j),0j,(8.053378825899387+4.737281660472962j),0j,(31.266058998332994+18.001670318834652j),0j,(55.42619548197468+32.213515385442356j),0j,(181.6311037384451+101.59978277772355j),(184.23879308997854+108.33862350491488j),(181.28613544880847+102.7221837083672j),(229.75816056292805+90.0083514988728j),0j,(32.21351534142879+28.4236899798888j),0j,(137.38116828213506+100.43037154737435j),0j,(61.660922808108914+12.867909353255987j),(19.995778462401717+59.66245471710505j)
2020-01-01 10:30:00,(78.44090127388671+36.91026318766541j),0j,(73.19940448214368+50.324416924585954j),0j,(54.898508731744045+41.174572641366254j),0j,(54.898262132901664+41.17189850186506j),0j,(77.77292311693415+57.18689250778513j),0j,(73.39362602995425+0.14894035165945024j),(36.39029182716042+62.85601937576749j),(59.79389351053494+40.173695471880116j),0j,(7.77743998037476+4.574935131869961j),0j,(30.19418119007544+17.384916615741282j),0j,(53.525790689664106+31.107390776698423j),0j,(175.79785395026136+98.44102865095954j),(178.1450960192643+104.70937951905327j),(174.45708008164317+98.78732479977667j),(221.88663463753988+86.92353703972881j),0j,(31.108954530466487+27.44982230800252j),0j,(132.67044421837622+96.98025207704245j),0j,(59.297651803196814+12.244597872831147j),(19.421550742163664+57.676046751578475j)
2020-01-01 10:45:00,(78.43949602824493+36.912685058883035j),0j,(73.19860030335104+50.3240413984731j),0j,(54.89894223842683+41.17420994971358j),0j,(54.89894405417864+41.17419724561199j),0j,(77.7735020065443+57.186403155789215j),0j,(73.39329724076293+0.1497725137228881j),(36.38950719860435+62.85600355784395j),(59.794699412718565+40.174567159497094j),0j,(7.777351255144271+4.5749127952723825j),0j,(30.194418231773653+17.38466704243017j),0j,(53.526470308366356+31.109391634916904j),0j,(175.79892222732266+98.44351766607633j),(178.14566514551274+104.71182356729679j),(174.45775870400243+98.78883699050826j),(221.8832655738208+86.9233508516955j),0j,(31.109399111963178+27.449473889432912j),0j,(132.6724477418988+96.98809456433897j),0j,(59.29748072503182+12.244632377110262j),(19.421345068895228+57.67620774843186j)
2020-01-01 11:00:00,(78.43948778577735+36.91270003219444j),0j,(73.19859498802313+50.3240340946454j),0j,(54.898946191987434+41.17420965451697j),0j,(54.89894621580555+41.17420960387868j),0j,(77.77350710993805+57.186402304074534j),0j,(73.39329500716339+0.1497766494465759j),(36.38950316128707+62.85600313437575j),(59.7947092553254+40.17457032296093j),0j,(7.777350717122171+4.574912190151027j),0j,(30.19442040591657+17.38466630220456j),0j,(53.526472559475295+31.109402801299414j),0j,(175.79892759232092+98.44352900875239j),(178.14566731564304+104.71183306633259j),(174.45776239977303+98.78884203521613j),(221.88324111140804+86.92333169181353j),0j,(31.109402833995222+27.449473106433345j),0j,(132.6724533599449+96.98813810250094j),0j,(59.2974802895134+12.24463091998613j),(19.421345330942152+57.676208327595724j)
2020-01-01 11:15:00,(78.43948774265074+36.91270011369333j),0j,(73.19859495918566+50.32403403472261j),0j,(54.89894621912783+41.17420966436142j),0j,(54.89894621930467+41.17420966419907j),0j,(77.77350714379634+57.186402311661546j),0j,(73.39329499288128+0.1497766685794959j),(36.38950314129789+62.85600313001934j),(59.7947093271629+40.17457032948834j),0j,(7.777350714410866+4.574912184973634j),0j,(30.19442042052385+17.384666302749732j),0j,(53.526472563816476+31.109402857341074j),0j,(175.7989276177441+98.44352905761794j),(178.14566732349283+104.71183309912949j),(174.45776241915974+98.7888420490276j),(221.88324097032512+86.92333151503433j),0j,(31.10940285746748+27.449473109593132j),0j,(132.67245336337325+96.98813831975815j),0j,(59.29748028958186+12.244630905469862j),(19.421345338431948+57.6762083289859j)
2020-01-01 11:30:00,(78.43948774244765+36.9127001140909j),0j,(73.19859495904842+50.32403403434738j),0j,(54.89894621928511+41.174209664463724j),0j,(54.89894621928611+41.174209664463405j),0j,(77.77350714398742+57.186402311755444j),0j,(73.39329499280078+0.1497766686591931j),(36.38950314120716+62.856003129988245j),(59.794709327585416+40.17457032947316j),0j,(7.777350714398879+4.574912184940664j),0j,(30.19442042060684+17.384666302773674j),0j,(53.52647256380394+31.109402857594322j),0j,(175.79892761785447+98.44352905780877j),(178.1456673235176+104.71183309921749j),(174.45776241925378+98.78884204904551j),(221.8832409696169+86.92333151387554j),0j,(31.109402857594752+27.449473109642597j),0j,(132.6724533632751+96.98813832073455j),0j,(59.297480289592116+12.244630905373045j),(19.42134533849253+57.67620832898547j)
2020-01-01 11:45:00,(78.00074000355194+36.707429057766056j),0j,(72.76391652275642+50.026562686623606j),0j,(54.57278373614105+40.92962918188932j),0j,(54.573472308037346+40.930804510326794j),0j,(77.31138966261334+56.84658453321466j),0j,(72.97140223559781+0.1467179557118361j),(36.186676730645544+62.501612654459024j),(59.46861418379237+39.95721347624422j),0j,(7.7311489319526805+4.547876593812567j),0j,(30.014982527168883+17.28132887253543j),0j,(53.20918409343075+30.925608936269615j),0j,(174.75396307160796+97.88036627652937j),(177.06515505730897+104.06171620822475j),(173.4468557470523+98.21705368188701j),(220.56626707611014+86.4126945576437j),0j,(30.924467743618372+27.286261301174292j),0j,(131.8866669250506+96.41606789104952j),0j,(58.96512523916409+12.175596450389742j),(19.30550965972477+57.348848908056716j)
2020-01-01 12:00:00,(78.00137123933243+36.70653683291486j),0j,(72.76375450182579+50.0250867685148j),0j,(54.572817365734444+40.92961018492993j),0j,(54.57282092372367+40.92962096531247j),0j,(77.31149139057258+56.84668123407239j),0j,(72.97169650725972+0.14611198495525968j),(36.18733835966175+62.5016876192625j),(59.47014273161735+39.95650901878393j),0j,(7.73114884855091+4.547735206274794j),0j,(30.015049534562323+17.281390657714446j),0j,(53.20850054066433+30.92460331152337j),0j,(174.75297535420137+97.87761567280783j),(177.06423147929647+104.05847822276442j),(173.44616900819804+98.21443470495778j),(220.56513053530801+86.40697949340156j),0j,(30.924596879105273+27.286406319142642j),0j,(131.88432040094725+96.41200450871632j),0j,(58.965394565229566+12.174927193090117j),(19.306177915237658+57.34865219682373j)
2020-01-01 12:15:00,(78.0013757190304+36.706529816939906j),0j,(72.76375626039491+50.02508243713766j),0j,(54.57281721720337+40.92961289488228j),0j,(54.57281722460268+40.929612956658104j),0j,(77.31149105771225+56.84668457805972j),0j,(72.9716972912703+0.14610871464532466j),(36.187341348716814+62.50168740553284j),(59.47014573613339+39.956504178143454j),0j,(7.731149102535295+4.547734767255741j),0j,(30.01504946972355+17.28139210923507j),0j,(53.208496794465155+30.924596462166303j),0j,(174.75297095096698+97.8776041054097j),(177.06422832944645+104.05846517639449j),(173.4461664040892+98.21442550760628j),(220.5651361435551+86.40696058930416j),0j,(30.92459642808064+27.28640859462867j),0j,(131.88430830175793+96.411977241155j),0j,(58.96539572213758+12.174925120863218j),(19.30618030873404+57.34865125037075j)
2020-01-01 12:30:00,(79.9088246957475+37.60368988872524j),0j,(74.65925430106316+51.327807847093965j),0j,(55.99443575726435+41.99593203541268j),0j,(55.99417977356679+41.995368050044966j),0j,(79.3254511786703+58.32768056685658j),0j,(74.80823107581082+0.16214702607544315j),(37.06751402488763+64.04445037817831j),(60.8825847326508+40.904953685474005j),0j,(7.932551059856445+4.666161572928026j),0j,(30.796947038447964+17.731636058227412j),0j,(54.594313073849634+31.729791999322657j),0j,(179.31213562759956+100.34193260393234j),(181.78015793834888+106.90849383926292j),(177.85323766484152+100.71642348012612j),(226.31075103085118+88.65618755498156j),0j,(31.730185237585477+27.997327100438767j),0j,(135.31902382887088+98.9219497408944j),0j,(60.411208201466145+12.478312231787582j),(19.80834694295471+58.77504347607443j)
2020-01-01 12:45:00,(79.9085864600729+37.6040370206928j),0j,(74.65922753218423+51.328217611084945j),0j,(55.99441975956747+41.99581593931972j),0j,(55.994418770398454+41.99581197338935j),0j,(79.32542794845116+58.32752196913689j),0j,(74.80816905546185+0.162348083457764j),(37.06731708008101+64.04445065866206j),(60.88221065253237+40.90523361577947j),0j,(7.93254294220814+4.6662015847091425j),0j,(30.79693085612126+17.731566838799694j),0j,(54.59455826818088+31.730168726437526j),0j,(179.3124407186434+100.34273354624938j),(181.78041681839608+106.90943359871603j),(177.85343142596275+100.71713234015441j),(226.3107840942846+88.65782773787609j),0j,(31.730170970468674+27.997210759868715j),0j,(135.31984446317617+98.9234650087535j),0j,(60.411124712248764+12.478491660127755j),(19.808158774110844+58.77510564057152j)
2020-01-01 13:00:00,(79.90858471984957+37.60403984272847j),0j,(74.65922666900539+51.32821833525206j),0j,(55.99441999236678+41.995815000280125j),0j,(55.99441999140227+41.99581497901327j),0j,(79.32542832273472+58.32752083347332j),0j,(74.80816874311725+0.16234923473473464j),(37.067316033317084+64.0444507128144j),(60.88221049512469+40.9052351758342j),0j,(7.9325428335938835+4.6662016667499495j),0j,(30.79693099571908+17.731566334217515j),0j,(54.594559491459606+31.730171315121343j),0j,(179.31244227475054+100.34273728831256j),(181.78041781839167+106.90943764164791j),(177.8534323541693+100.71713500463547j),(226.31078084983076+88.65783167024009j),0j,(31.730171327011455+27.997210000922816j),0j,(135.31984831015853+98.92347526353844j),0j,(60.41112436791482+12.47849209272928j),(19.80815817396084+58.775105927343006j)
2020-01-01 13:15:00,(79.90858470841823+37.60403986263105j),0j,(74.65922666188486+51.328218330084944j),0j,(55.994419996345066+41.99581499728339j),0j,(55.99441999636451+41.99581499718579j),0j,(79.3254283281601+58.327520829564996j),0j,(74.8081687405092+0.1623492410736435j),(37.06731602737828+64.04445071261289j),(60.882210504119385+40.90523518249395j),0j,(7.932542832824939+4.666201666370885j),0j,(30.79693099798979+17.731566332191452j),0j,(54.59455949645428+31.730171331191812j),0j,(179.31244228312613+100.34273730655114j),(181.780417822471+106.90943765884468j),(177.85343235946905+100.71713501450508j),(226.31078081891204+88.6578316611275j),0j,(31.730171331249664+27.997209998193686j),0j,(135.31984832454654+98.92347532658655j),0j,(60.4111243667572+12.478492092162856j),(19.808158173035068+58.77510592849161j)
2020-01-01 13:30:00,(79.90858470835153+37.60403986275281j),0j,(74.65922666184012+51.328218330015424j),0j,(55.99441999637964+41.99581499728483j),0j,(55.99441999637985+41.995814997284434j),0j,(79.32542832820451+58.32752082956232j),0j,(74.80816874048973+0.1623492411060215j),(37.067316027346045+64.04445071260815j),(60.882210504209404+40.90523518251605j),0j,(7.932542832820508+4.666201666365036j),0j,(30.7969309980088+17.73156633218697j),0j,(54.59455949647036+31.730171331281458j),0j,(179.3124422831695+100.34273730663737j),(181.7804178224873+106.90943765891302j),(177.8534323594991+100.71713501453821j),(226.31078081870334+88.65783166093648j),0j,(31.73017133128171+27.997209998189902j),0j,(135.3198483245848+98.92347532693603j),0j,(60.41112436675472+12.478492092146816j),(19.808158173040944+58.7751059284954j)
2020-01-01 13:45:00,(83.57026054764242+39.326237269438934j),0j,(78.31638134094594+53.8416138285789j),0j,(58.73730866528493+44.0531902326811j),0j,(58.73674403580401+44.05201147855124j),0j,(83.2111885168532+61.184982384262995j),0j,(78.34220377001114+0.19510796601230687j),(38.75637059043463+67.0085483657683j),(63.587558656416434+42.72177838290056j),0j,(8.321127016302087+4.894686307002519j),0j,(32.305535810873614+18.600277138678088j),0j,(57.26830124560951+33.283658193000626j),0j,(188.10972956045003+105.08441916241706j),(190.89529144357724+112.42968293886774j),(186.33943247325777+105.53562233040105j),(237.3962480219363+92.99716713328552j),0j,(33.28449035495917+29.368873481004034j),0j,(141.946594088014+103.7659699702536j),0j,(63.18721024324449+13.061744810987975j),(20.7768543733616+61.51709105866751j)
2020-01-01 14:00:00,(83.56976437469177+39.32694012553597j),0j,(78.31636216127573+53.842495790789016j),0j,(58.737269977874845+44.052954894463554j),0j,(58.73726739995117+44.05294604793994j),0j,(83.21113234225787+61.18465918940998j),0j,(78.34206159608308+0.19553301797711903j),(38.7559462305212+67.00853653947993j),(63.58673149894925+42.72233120791526j),0j,(8.321113520939804+4.894772306081031j),0j,(32.3054984620101+18.600136743083024j),0j,(57.26883565145378+33.284447452510804j),0j,(188.11042622788517+105.08612324809691j),(190.89590436306486+112.43170038901374j),(186.33988776675295+105.53713889153957j),(237.3964737652977+93.0006678699825j),0j,(33.28445253776391+29.368636893758783j),0j,(141.94839395384744+103.76915476408674j),0j,(63.1870303320064+13.062118424689283j),(20.776462714008044+61.51721588725009j)
2020-01-01 14:15:00,(83.56976058005846+39.32694609761374j),0j,(78.31636048484332+53.842497830615706j),0j,(58.73727034349613+44.05295277202734j),0j,(58.73727033769596+44.05295272017959j),0j,(83.21113298679875+61.184656626871714j),0j,(78.34206085407097+0.1955356201380637j),(38.755943821726554+67.00853660176337j),(63.58673057471046+42.722334599441695j),0j,(8.321113301573316+4.894772529815509j),0j,(32.30549868870407+18.6001356166137j),0j,(57.268838578951275+33.2844531610808j),0j,(188.11043002500116+105.08613182454192j),(190.8959069983928+112.43170984858662j),(186.33989006308173+105.53714514459473j),(237.3964677389298+93.00067806411926j),0j,(33.28445319023557+29.368635183134813j),0j,(141.94840330805457+103.76917747075326j),0j,(63.18702950865817+13.062119458283858j),(20.77646132850587+61.51721651306802j)
2020-01-01 14:30:00,(86.55444530257468+40.730692088584114j),0j,(81.31566315047426+55.90372965351814j),0j,(60.98679027075844+45.74026778516578j),0j,(60.98627485479521+45.73923462027349j),0j,(86.39795405545983+63.52814741703829j),0j,(81.23116177678938+0.22420325097201568j),(40.13214299900149+69.42712413863038j),(65.78591271177993+44.19893484872219j),0j,(8.63979959888682+5.082152071320789j),0j,(33.54274915326748+19.31259282878448j),0j,(59.46159766090531+34.558461597140564j),0j,(195.3261144793523+108.96206882773211j),(198.38707428250478+116.98024995547945j),(193.28262748904902+109.48012261372473j),(246.48782400386568+96.55922614063208j),0j,(34.55919826310009+30.493580785059113j),0j,(147.38300752827914+107.74043845411155j),0j,(65.45045342754338+13.53838240035386j),(21.57071377480838+63.75600532625262j)
2020-01-01 14:45:00,(86.55401137991902+40.731292511756116j),0j,(81.31567177257554+55.904521220078145j),0j,(60.986752555917704+45.74006658083044j),0j,(60.98674991952595+45.74005841753413j),0j,(86.39789931852623+63.52786988781208j),0j,(81.23102865211949+0.22457922033623617j),(40.13176224059082+69.4271052826503j),(65.78515567976099+44.19939756237645j),0j,(8.639790166617916+5.082229164924102j),0j,(33.54271388195174+19.31247276243654j),0j,(59.46208112015542+34.55915465754741j),0j,(195.32676531620476+108.96358380219039j),(198.38766099478678+116.98205652390591j),(193.28306053887488+109.48147681555507j),(246.48813062800724+96.56234819239673j),0j,(34.55915940559589+30.493377993053695j),0j,(147.38464337121277+107.74324228464495j),0j,(65.45029174604748+13.538709399923228j),(21.570371122900784+63.756111225195816j)
2020-01-01 15:00:00,(86.5540079366095+40.73129779855449j),0j,(81.31567040703409+55.90452339980556j),0j,(60.98675278742431+45.74006460457229j),0j,(60.98675277929077+45.74006455343371j),0j,(86.39789978211952+63.52786750518973j),0j,(81.23102793540066+0.22458164507788753j),(40.13175996586986+69.42710529803311j),(65.78515442527977+44.199400621404976j),0j,(8.63978998082739+5.082229399733491j),0j,(33.542714032853574+19.312471723581847j),0j,(59.46208395957136+34.55915987993854j),0j,(195.3267690530103+108.96359187762583j),(198.3876637202196+116.98206556837188j),(193.28306282107604+109.4814828039423j),(246.48812593765666+96.56235858760024j),0j,(34.55915990884408+30.493376404786876j),0j,(147.3846525404908+107.74326312425985j),0j,(65.45029094634538+13.538710401862176j),(21.57036981088977+63.75611179153763j)
